Order_ID,Order_Date,Customer_ID,Region,Category,Sales
ORD-2631,20-04-2022,2405,NA,Technology,557.6
ORD-2632,20-04-2022,1531,EMEA,Furniture,310.65
ORD-2633,20-04-2022,1955,LATAM,Technology,597.75
ORD-2634,20-04-2022,1151,APAC,Furniture,1024.93
ORD-2635,20-04-2022,2585,LATAM,Furniture,697.44
ORD-2636,20-04-2022,2712,APAC,Furniture,1145.36
ORD-2637,20-04-2022,1946,LATAM,Office Supplies,125.86
ORD-2638,20-04-2022,1607,EMEA,Office Supplies,1029.31
ORD-2639,20-04-2022,2640,NA,Office Supplies,748.61
ORD-2640,20-04-2022,1419,LATAM,Technology,1078.64
ORD-2641,21-04-2022,2273,APAC,Furniture,856.62
ORD-2642,21-04-2022,2140,NA,Technology,582.77
ORD-2643,21-04-2022,1865,APAC,Technology,1810.13
ORD-2644,21-04-2022,2535,EMEA,Furniture,385.83
ORD-2645,21-04-2022,2763,NA,Technology,1369.1
ORD-2646,21-04-2022,1577,APAC,Furniture,1850.8
ORD-2647,21-04-2022,1334,LATAM,Furniture,1086.57
ORD-2648,21-04-2022,2441,EMEA,Furniture,1755.29
ORD-2649,21-04-2022,1931,EMEA,Furniture,267.21
ORD-2650,21-04-2022,2797,EMEA,Technology,997.7
ORD-2651,21-04-2022,1294,LATAM,Technology,924.91
ORD-2652,21-04-2022,2961,LATAM,Technology,36.08
ORD-2653,21-04-2022,1754,NA,Office Supplies,897.65
ORD-2654,21-04-2022,2394,LATAM,Technology,750.68
ORD-2655,21-04-2022,1185,NA,Technology,1346.2
ORD-2656,21-04-2022,2269,EMEA,Office Supplies,1877.89
ORD-2657,21-04-2022,1636,NA,Furniture,189.87
ORD-2658,21-04-2022,2291,APAC,Furniture,668.4
ORD-2659,21-04-2022,2666,EMEA,Furniture,899.25
ORD-2660,21-04-2022,2260,EMEA,Office Supplies,921.27
ORD-2661,21-04-2022,1529,NA,Technology,1554.12
ORD-2662,21-04-2022,2575,EMEA,Technology,897.92
ORD-2663,21-04-2022,1020,LATAM,Technology,73.78
ORD-2664,21-04-2022,1910,APAC,Technology,1426.01
ORD-2665,22-04-2022,2760,NA,Office Supplies,1771.96
ORD-2666,22-04-2022,1866,NA,Technology,1037.53
ORD-2667,22-04-2022,1793,EMEA,Furniture,1170.59
ORD-2668,22-04-2022,2543,LATAM,Office Supplies,342.61
ORD-2669,22-04-2022,1099,EMEA,Office Supplies,456.88
ORD-2670,22-04-2022,1751,EMEA,Furniture,485.64
ORD-2671,22-04-2022,1477,NA,Furniture,872.87
ORD-2672,22-04-2022,2622,EMEA,Technology,1857.73
ORD-2673,22-04-2022,2321,APAC,Furniture,1053.13
ORD-2674,22-04-2022,1939,EMEA,Office Supplies,400.35
ORD-2675,22-04-2022,1525,EMEA,Office Supplies,546.85
ORD-2676,22-04-2022,1333,NA,Office Supplies,780.35
ORD-2677,22-04-2022,1001,EMEA,Technology,1254.05
ORD-2678,22-04-2022,1374,LATAM,Technology,891.27
ORD-2679,22-04-2022,1292,NA,Furniture,797.04
ORD-2680,22-04-2022,1836,EMEA,Technology,1138.16
ORD-2681,22-04-2022,2957,APAC,Technology,498.83
ORD-2682,22-04-2022,2004,APAC,Office Supplies,176.23
ORD-2683,22-04-2022,1552,NA,Office Supplies,68.34
ORD-2684,22-04-2022,1317,NA,Furniture,517.49
ORD-2685,22-04-2022,2525,EMEA,Office Supplies,201.35
ORD-2686,22-04-2022,2851,LATAM,Technology,685.95
ORD-2687,22-04-2022,1380,EMEA,Furniture,1550.41
ORD-2688,22-04-2022,2646,APAC,Furniture,1438.26
ORD-2689,23-04-2022,1013,LATAM,Office Supplies,1229.64
ORD-2690,23-04-2022,1503,LATAM,Office Supplies,1707.95
ORD-2691,23-04-2022,1230,LATAM,Office Supplies,578.49
ORD-2692,23-04-2022,2107,EMEA,Furniture,1772.41
ORD-2693,23-04-2022,1129,APAC,Office Supplies,810.49
ORD-2694,23-04-2022,2766,NA,Technology,813.77
ORD-2695,23-04-2022,1837,EMEA,Furniture,822.6
ORD-2696,23-04-2022,2168,NA,Office Supplies,214.23
ORD-2697,23-04-2022,1890,LATAM,Technology,1951.47
ORD-2698,23-04-2022,2880,LATAM,Technology,294.24
ORD-2699,23-04-2022,1027,EMEA,Office Supplies,694.95
ORD-2700,23-04-2022,1065,APAC,Technology,652.21
ORD-2701,23-04-2022,2186,LATAM,Furniture,167.87
ORD-2702,23-04-2022,2252,NA,Furniture,321.48
ORD-2703,23-04-2022,1260,NA,Technology,108.82
ORD-2704,23-04-2022,2472,EMEA,Furniture,598.96
ORD-2705,23-04-2022,2447,NA,Office Supplies,1735.98
ORD-2706,23-04-2022,1459,APAC,Technology,692.1
ORD-2707,23-04-2022,2975,LATAM,Furniture,264.91
ORD-2708,23-04-2022,2699,NA,Office Supplies,1298.47
ORD-2709,23-04-2022,1300,NA,Office Supplies,1993.27
ORD-2710,23-04-2022,1918,LATAM,Furniture,480
ORD-2711,23-04-2022,2326,EMEA,Technology,573.55
ORD-2712,23-04-2022,1286,NA,Office Supplies,1944.26
ORD-2713,24-04-2022,2418,EMEA,Office Supplies,373.98
ORD-2714,24-04-2022,2033,EMEA,Office Supplies,1032.2
ORD-2715,24-04-2022,2730,NA,Office Supplies,494.51
ORD-2716,24-04-2022,1629,APAC,Technology,1866.06
ORD-2717,24-04-2022,1269,EMEA,Furniture,1963.41
ORD-2718,24-04-2022,1591,NA,Furniture,1633.1
ORD-2719,24-04-2022,2993,EMEA,Furniture,643.27
ORD-2720,24-04-2022,2628,LATAM,Office Supplies,818.91
ORD-2721,24-04-2022,2801,APAC,Technology,499.77
ORD-2722,24-04-2022,1843,APAC,Furniture,1783.7
ORD-2723,24-04-2022,1861,LATAM,Technology,1830.83
ORD-2724,24-04-2022,2384,LATAM,Furniture,849.36
ORD-2725,24-04-2022,2280,EMEA,Office Supplies,1319.94
ORD-2726,24-04-2022,1132,LATAM,Furniture,347.8
ORD-2727,24-04-2022,2299,APAC,Office Supplies,881.17
ORD-2728,24-04-2022,2799,LATAM,Office Supplies,1270.37
ORD-2729,24-04-2022,2706,NA,Furniture,783.1
ORD-2730,24-04-2022,1971,NA,Technology,728.05
ORD-2731,24-04-2022,1512,EMEA,Office Supplies,21.98
ORD-2732,24-04-2022,1312,APAC,Technology,1612.5
ORD-2733,24-04-2022,1575,NA,Furniture,1780.89
ORD-2734,24-04-2022,1885,LATAM,Office Supplies,1939.54
ORD-2735,24-04-2022,2307,NA,Technology,1444.16
ORD-2736,24-04-2022,2144,NA,Office Supplies,1106.61
ORD-2737,25-04-2022,2130,EMEA,Furniture,553.18
ORD-2738,25-04-2022,2956,LATAM,Office Supplies,1998.61
ORD-2739,25-04-2022,1686,LATAM,Furniture,1187.71
ORD-2740,25-04-2022,2227,LATAM,Technology,1368.69
ORD-2741,25-04-2022,1164,EMEA,Office Supplies,1371.16
ORD-2742,25-04-2022,1304,LATAM,Technology,1693.6
ORD-2743,25-04-2022,2520,LATAM,Furniture,39.15
ORD-2744,25-04-2022,2655,NA,Furniture,456.09
ORD-2745,25-04-2022,2579,NA,Technology,1337.76
ORD-2746,25-04-2022,2847,LATAM,Technology,1792.39
ORD-2747,25-04-2022,1155,APAC,Furniture,1376.97
ORD-2748,25-04-2022,2390,APAC,Technology,838.71
ORD-2749,25-04-2022,2742,LATAM,Furniture,735.88
ORD-2750,25-04-2022,2925,APAC,Technology,1481.14
ORD-2751,25-04-2022,1619,EMEA,Furniture,1487.65
ORD-2752,25-04-2022,2274,NA,Furniture,1221.97
ORD-2753,25-04-2022,1956,EMEA,Office Supplies,597.1
ORD-2754,25-04-2022,2939,NA,Furniture,1851.81
ORD-2755,25-04-2022,2905,APAC,Furniture,1112.72
ORD-2756,25-04-2022,1333,APAC,Office Supplies,1585.17
ORD-2757,25-04-2022,2665,LATAM,Office Supplies,444.33
ORD-2758,25-04-2022,1968,APAC,Technology,701.2
ORD-2759,25-04-2022,1510,APAC,Technology,1751.67
ORD-2760,25-04-2022,2316,LATAM,Furniture,119.21
ORD-2761,26-04-2022,2043,LATAM,Technology,1034.38
ORD-2762,26-04-2022,1281,NA,Technology,973.78
ORD-2763,26-04-2022,1796,APAC,Furniture,1507.44
ORD-2764,26-04-2022,2024,NA,Office Supplies,578.15
ORD-2765,26-04-2022,1118,NA,Office Supplies,453.75
ORD-2766,26-04-2022,2058,EMEA,Furniture,1853.74
ORD-2767,26-04-2022,1197,APAC,Furniture,1151.99
ORD-2768,26-04-2022,1484,APAC,Furniture,227.29
ORD-2769,26-04-2022,2780,EMEA,Furniture,402.21
ORD-2770,26-04-2022,2082,NA,Furniture,1997.68
ORD-2771,26-04-2022,1836,APAC,Furniture,407.31
ORD-2772,26-04-2022,2184,NA,Technology,1228.74
ORD-2773,26-04-2022,2008,EMEA,Technology,851.85
ORD-2774,26-04-2022,1690,LATAM,Technology,1773.49
ORD-2775,26-04-2022,2229,NA,Office Supplies,1515.23
ORD-2776,26-04-2022,2035,APAC,Furniture,1201.96
ORD-2777,26-04-2022,1489,LATAM,Furniture,41.26
ORD-2778,26-04-2022,1275,NA,Technology,1761.99
ORD-2779,26-04-2022,1692,NA,Office Supplies,900.44
ORD-2780,26-04-2022,1241,LATAM,Technology,1864.52
ORD-2781,26-04-2022,2239,LATAM,Furniture,1001.17
ORD-2782,26-04-2022,2274,LATAM,Furniture,1394.56
ORD-2783,26-04-2022,2834,APAC,Technology,157.2
ORD-2784,26-04-2022,1125,APAC,Technology,1495.4
ORD-2785,27-04-2022,1216,NA,Furniture,689.23
ORD-2786,27-04-2022,2329,NA,Technology,715.69
ORD-2787,27-04-2022,2820,EMEA,Furniture,254.94
ORD-2788,27-04-2022,2208,APAC,Technology,310.78
ORD-2789,27-04-2022,2062,NA,Office Supplies,387.8
ORD-2790,27-04-2022,2246,LATAM,Furniture,669.85
ORD-2791,27-04-2022,2207,LATAM,Office Supplies,1786.1
ORD-2792,27-04-2022,1494,APAC,Technology,749.16
ORD-2793,27-04-2022,1426,LATAM,Office Supplies,1454.24
ORD-2794,27-04-2022,2201,EMEA,Technology,183.84
ORD-2795,27-04-2022,1918,NA,Office Supplies,1190.38
ORD-2796,27-04-2022,2451,NA,Office Supplies,974.14
ORD-2797,27-04-2022,2317,NA,Office Supplies,1956.36
ORD-2798,27-04-2022,2875,APAC,Furniture,1695.49
ORD-2799,27-04-2022,1150,LATAM,Office Supplies,920.56
ORD-2800,27-04-2022,1383,EMEA,Technology,1554.78
ORD-2801,27-04-2022,2661,APAC,Technology,402.22
ORD-2802,27-04-2022,2836,NA,Furniture,1133.43
ORD-2803,27-04-2022,1307,EMEA,Furniture,167.75
ORD-2804,27-04-2022,2359,NA,Technology,709.22
ORD-2805,27-04-2022,2969,NA,Office Supplies,467.21
ORD-2806,27-04-2022,1745,APAC,Technology,1443.44
ORD-2807,27-04-2022,1891,NA,Furniture,990.38
ORD-2808,27-04-2022,1374,EMEA,Furniture,1507.12
ORD-2809,28-04-2022,2031,NA,Technology,1040.28
ORD-2810,28-04-2022,2364,LATAM,Office Supplies,191.24
ORD-2811,28-04-2022,1128,NA,Office Supplies,1476.03
ORD-2812,28-04-2022,2014,APAC,Furniture,1669.79
ORD-2813,28-04-2022,2799,EMEA,Technology,1808.99
ORD-2814,28-04-2022,1668,APAC,Technology,1152.54
ORD-2815,28-04-2022,2375,LATAM,Furniture,1512.1
ORD-2816,28-04-2022,2381,NA,Technology,1509.05
ORD-2817,28-04-2022,1516,APAC,Furniture,328.38
ORD-2818,28-04-2022,2518,APAC,Office Supplies,345.16
ORD-2819,28-04-2022,1085,APAC,Office Supplies,160.35
ORD-2820,28-04-2022,2198,APAC,Technology,653.43
ORD-2821,28-04-2022,2825,LATAM,Office Supplies,957.55
ORD-2822,28-04-2022,2216,LATAM,Office Supplies,1995.84
ORD-2823,28-04-2022,1310,NA,Furniture,873.37
ORD-2824,28-04-2022,2142,NA,Furniture,1457.96
ORD-2825,28-04-2022,2241,EMEA,Technology,1392.93
ORD-2826,28-04-2022,1426,LATAM,Furniture,424.87
ORD-2827,28-04-2022,2993,APAC,Technology,135.84
ORD-2828,28-04-2022,2437,APAC,Technology,1101.09
ORD-2829,28-04-2022,1113,EMEA,Furniture,1406.61
ORD-2830,28-04-2022,2168,APAC,Office Supplies,1996.54
ORD-2831,28-04-2022,2561,EMEA,Office Supplies,730.05
ORD-2832,28-04-2022,2671,NA,Office Supplies,1794.8
ORD-2833,29-04-2022,1302,LATAM,Office Supplies,776.23
ORD-2834,29-04-2022,1743,EMEA,Technology,1385.04
ORD-2835,29-04-2022,2904,APAC,Office Supplies,1204.54
ORD-2836,29-04-2022,1587,EMEA,Technology,124.9
ORD-2837,29-04-2022,1986,NA,Furniture,175.21
ORD-2838,29-04-2022,2863,APAC,Furniture,61.11
ORD-2839,29-04-2022,1344,NA,Technology,754.25
ORD-2840,29-04-2022,1813,NA,Office Supplies,1496.69
ORD-2841,29-04-2022,2987,EMEA,Technology,362.06
ORD-2842,29-04-2022,1800,NA,Office Supplies,1219.59
ORD-2843,29-04-2022,2024,APAC,Office Supplies,591.88
ORD-2844,29-04-2022,2170,NA,Technology,1598.05
ORD-2845,29-04-2022,2310,NA,Technology,1600.82
ORD-2846,29-04-2022,2999,EMEA,Office Supplies,1555.32
ORD-2847,29-04-2022,2677,NA,Technology,1059.17
ORD-2848,29-04-2022,2076,LATAM,Office Supplies,583.44
ORD-2849,29-04-2022,2327,EMEA,Technology,1622.7
ORD-2850,29-04-2022,2092,EMEA,Furniture,388.48
ORD-2851,29-04-2022,1360,APAC,Office Supplies,593.72
ORD-2852,29-04-2022,2625,APAC,Furniture,384.22
ORD-2853,29-04-2022,2981,APAC,Technology,1354.94
ORD-2854,29-04-2022,2243,APAC,Furniture,1378.75
ORD-2855,29-04-2022,2985,LATAM,Technology,1311.97
ORD-2856,29-04-2022,2009,EMEA,Office Supplies,842.89
ORD-2857,30-04-2022,1703,NA,Technology,218.34
ORD-2858,30-04-2022,2989,APAC,Technology,1824.12
ORD-2859,30-04-2022,1574,APAC,Office Supplies,1025.31
ORD-2860,30-04-2022,2608,APAC,Technology,825.8
ORD-2861,30-04-2022,2184,NA,Office Supplies,1185.87
ORD-2862,30-04-2022,2704,APAC,Technology,401.73
ORD-2863,30-04-2022,2112,NA,Office Supplies,282.45
ORD-2864,30-04-2022,1687,EMEA,Furniture,822.94
ORD-2865,30-04-2022,1780,EMEA,Technology,469.9
ORD-2866,30-04-2022,1584,EMEA,Technology,503.69
ORD-2867,30-04-2022,2780,LATAM,Technology,1787.17
ORD-2868,30-04-2022,1588,NA,Office Supplies,1070.9
ORD-2869,30-04-2022,2182,APAC,Technology,977.27
ORD-2870,30-04-2022,1488,APAC,Office Supplies,1385.17
ORD-2871,30-04-2022,1970,APAC,Technology,1904.07
ORD-2872,30-04-2022,2347,APAC,Furniture,242.15
ORD-2873,30-04-2022,2633,LATAM,Technology,1670.4
ORD-2874,30-04-2022,2404,APAC,Furniture,1176.36
ORD-2875,30-04-2022,2125,LATAM,Office Supplies,309.41
ORD-2876,30-04-2022,1493,NA,Furniture,608.36
ORD-2877,30-04-2022,2667,EMEA,Technology,975.08
ORD-2878,30-04-2022,2637,APAC,Technology,1388.53
ORD-2879,30-04-2022,1018,EMEA,Office Supplies,500.36
ORD-2880,30-04-2022,2477,NA,Technology,1079.06
ORD-2881,01-05-2022,2505,NA,Technology,1375.65
ORD-2882,01-05-2022,2617,APAC,Office Supplies,908.51
ORD-2883,01-05-2022,1396,NA,Office Supplies,1728.79
ORD-2884,01-05-2022,2000,EMEA,Furniture,1741.53
ORD-2885,01-05-2022,2302,APAC,Office Supplies,951.97
ORD-2886,01-05-2022,1850,LATAM,Technology,1946.39
ORD-2887,01-05-2022,2388,APAC,Office Supplies,169.66
ORD-2888,01-05-2022,2354,EMEA,Technology,26.66
ORD-2889,01-05-2022,2664,APAC,Furniture,773.72
ORD-2890,01-05-2022,2367,APAC,Office Supplies,1210.17
ORD-2891,01-05-2022,1821,EMEA,Technology,1265.82
ORD-2892,01-05-2022,1454,APAC,Office Supplies,963.36
ORD-2893,01-05-2022,2624,APAC,Office Supplies,267.27
ORD-2894,01-05-2022,1724,EMEA,Office Supplies,357.59
ORD-2895,01-05-2022,2678,NA,Office Supplies,1707.25
ORD-2896,01-05-2022,2088,EMEA,Furniture,1738.46
ORD-2897,01-05-2022,2099,APAC,Technology,1354.32
ORD-2898,01-05-2022,1710,LATAM,Office Supplies,1335.15
ORD-2899,01-05-2022,1142,LATAM,Technology,1203.41
ORD-2900,01-05-2022,1916,EMEA,Furniture,421.79
ORD-2901,01-05-2022,2938,LATAM,Technology,867.94
ORD-2902,01-05-2022,1827,APAC,Technology,1397.87
ORD-2903,01-05-2022,1604,APAC,Furniture,1083.76
ORD-2904,01-05-2022,2496,EMEA,Office Supplies,56.79
ORD-2905,02-05-2022,2440,APAC,Technology,1908.04
ORD-2906,02-05-2022,1304,NA,Technology,1692.74
ORD-2907,02-05-2022,1735,APAC,Office Supplies,535.88
ORD-2908,02-05-2022,2520,EMEA,Office Supplies,1240.59
ORD-2909,02-05-2022,1290,NA,Technology,1848.01
ORD-2910,02-05-2022,2963,NA,Furniture,210.1
ORD-2911,02-05-2022,1101,LATAM,Office Supplies,1016
ORD-2912,02-05-2022,2290,APAC,Office Supplies,923.36
ORD-2913,02-05-2022,1866,EMEA,Furniture,832.21
ORD-2914,02-05-2022,1967,LATAM,Technology,1674.47
ORD-2915,02-05-2022,2645,LATAM,Office Supplies,773.68
ORD-2916,02-05-2022,1973,APAC,Technology,146.05
ORD-2917,02-05-2022,1841,APAC,Technology,150.36
ORD-2918,02-05-2022,1961,EMEA,Technology,104.63
ORD-2919,02-05-2022,1941,LATAM,Furniture,830.11
ORD-2920,02-05-2022,2800,EMEA,Technology,1442.44
ORD-2921,02-05-2022,2026,LATAM,Technology,423.37
ORD-2922,02-05-2022,1084,LATAM,Office Supplies,1300.01
ORD-2923,02-05-2022,2817,LATAM,Office Supplies,1380.44
ORD-2924,02-05-2022,1327,APAC,Furniture,525.3
ORD-2925,02-05-2022,1815,LATAM,Furniture,1209.1
ORD-2926,02-05-2022,2473,LATAM,Office Supplies,1376.04
ORD-2927,02-05-2022,1453,LATAM,Office Supplies,943.89
ORD-2928,02-05-2022,2947,NA,Furniture,686.7
ORD-2929,03-05-2022,1628,APAC,Technology,1245.92
ORD-2930,03-05-2022,2244,NA,Furniture,1956.14
ORD-2931,03-05-2022,2177,APAC,Technology,865.15
ORD-2932,03-05-2022,1664,EMEA,Office Supplies,795.64
ORD-2933,03-05-2022,1011,NA,Office Supplies,939.25
ORD-2934,03-05-2022,2156,EMEA,Office Supplies,170.91
ORD-2935,03-05-2022,1303,LATAM,Technology,1115.26
ORD-2936,03-05-2022,2316,EMEA,Furniture,670.82
ORD-2937,03-05-2022,1974,EMEA,Technology,260.42
ORD-2938,03-05-2022,2323,EMEA,Furniture,943.19
ORD-2939,03-05-2022,2763,EMEA,Furniture,26.7
ORD-2940,03-05-2022,1782,APAC,Furniture,815.53
ORD-2941,03-05-2022,1042,NA,Office Supplies,229.36
ORD-2942,03-05-2022,1943,APAC,Furniture,68.1
ORD-2943,03-05-2022,1342,APAC,Office Supplies,1652.46
ORD-2944,03-05-2022,2349,APAC,Furniture,1834.17
ORD-2945,03-05-2022,2837,EMEA,Furniture,431.2
ORD-2946,03-05-2022,1497,APAC,Office Supplies,1087.81
ORD-2947,03-05-2022,1363,NA,Office Supplies,570.36
ORD-2948,03-05-2022,1890,APAC,Technology,997.28
ORD-2949,03-05-2022,1426,LATAM,Furniture,884.53
ORD-2950,03-05-2022,2004,EMEA,Office Supplies,552.72
ORD-2951,03-05-2022,1020,LATAM,Technology,1406.78
ORD-2952,03-05-2022,1406,NA,Technology,270.45
ORD-2953,04-05-2022,1618,NA,Office Supplies,125.08
ORD-2954,04-05-2022,2014,NA,Furniture,1540
ORD-2955,04-05-2022,1335,NA,Technology,1338.54
ORD-2956,04-05-2022,2838,APAC,Furniture,1007.08
ORD-2957,04-05-2022,2140,EMEA,Furniture,946.22
ORD-2958,04-05-2022,2147,NA,Technology,1004.87
ORD-2959,04-05-2022,1398,LATAM,Office Supplies,885.31
ORD-2960,04-05-2022,1792,NA,Furniture,797.93
ORD-2961,04-05-2022,2827,EMEA,Office Supplies,1009.39
ORD-2962,04-05-2022,1714,LATAM,Technology,1066.46
ORD-2963,04-05-2022,1050,LATAM,Furniture,1389.97
ORD-2964,04-05-2022,2806,LATAM,Office Supplies,1428.19
ORD-2965,04-05-2022,1323,APAC,Office Supplies,767.71
ORD-2966,04-05-2022,1788,NA,Furniture,838.81
ORD-2967,04-05-2022,1140,APAC,Office Supplies,759.92
ORD-2968,04-05-2022,1469,LATAM,Office Supplies,1082.34
ORD-2969,04-05-2022,1786,APAC,Technology,917.64
ORD-2970,04-05-2022,2825,APAC,Technology,1781.4
ORD-2971,04-05-2022,2357,APAC,Office Supplies,1398.8
ORD-2972,04-05-2022,2916,NA,Office Supplies,1799.34
ORD-2973,04-05-2022,1963,LATAM,Furniture,1424.09
ORD-2974,04-05-2022,2007,LATAM,Technology,1942.56
ORD-2975,04-05-2022,1372,NA,Furniture,1278.76
ORD-2976,04-05-2022,2587,APAC,Office Supplies,1927.83
ORD-2977,05-05-2022,1493,APAC,Furniture,333.18
ORD-2978,05-05-2022,2562,EMEA,Office Supplies,123.91
ORD-2979,05-05-2022,2692,EMEA,Technology,1166.67
ORD-2980,05-05-2022,1750,EMEA,Technology,1967.32
ORD-2981,05-05-2022,2179,NA,Office Supplies,846.86
ORD-2982,05-05-2022,1290,LATAM,Technology,439.85
ORD-2983,05-05-2022,2671,EMEA,Office Supplies,1052.65
ORD-2984,05-05-2022,2167,LATAM,Furniture,1304.62
ORD-2985,05-05-2022,1105,LATAM,Office Supplies,644.05
ORD-2986,05-05-2022,2443,LATAM,Furniture,1435.24
ORD-2987,05-05-2022,1669,NA,Office Supplies,1950.73
ORD-2988,05-05-2022,2681,NA,Technology,1795.99
ORD-2989,05-05-2022,1001,NA,Office Supplies,597.34
ORD-2990,05-05-2022,2968,NA,Office Supplies,666.91
ORD-2991,05-05-2022,1588,EMEA,Office Supplies,755.65
ORD-2992,05-05-2022,1643,APAC,Technology,801.21
ORD-2993,05-05-2022,1089,APAC,Office Supplies,218.63
ORD-2994,05-05-2022,2368,APAC,Technology,1528.69
ORD-2995,05-05-2022,1349,EMEA,Office Supplies,743.37
ORD-2996,05-05-2022,2482,APAC,Furniture,1762.04
ORD-2997,05-05-2022,2286,EMEA,Office Supplies,1855.34
ORD-2998,05-05-2022,2374,EMEA,Furniture,68.37
ORD-2999,05-05-2022,2131,EMEA,Technology,1977.24
ORD-3000,05-05-2022,2609,APAC,Technology,1425.85
ORD-3001,06-05-2022,2062,LATAM,Office Supplies,1050.38
ORD-3002,06-05-2022,1908,APAC,Technology,791.26
ORD-3003,06-05-2022,1158,APAC,Office Supplies,1046.67
ORD-3004,06-05-2022,2606,NA,Technology,662.76
ORD-3005,06-05-2022,1958,EMEA,Furniture,1252.92
ORD-3006,06-05-2022,1311,LATAM,Technology,204.1
ORD-3007,06-05-2022,2264,NA,Furniture,1249.82
ORD-3008,06-05-2022,2961,LATAM,Office Supplies,565.18
ORD-3009,06-05-2022,1444,LATAM,Office Supplies,54.92
ORD-3010,06-05-2022,1297,EMEA,Office Supplies,1114.36
ORD-3011,06-05-2022,1951,APAC,Furniture,1165.33
ORD-3012,06-05-2022,1035,EMEA,Office Supplies,864.61
ORD-3013,06-05-2022,2107,EMEA,Office Supplies,163.13
ORD-3014,06-05-2022,2475,NA,Furniture,1788.82
ORD-3015,06-05-2022,2909,EMEA,Technology,1230.63
ORD-3016,06-05-2022,2798,APAC,Office Supplies,249.11
ORD-3017,06-05-2022,2845,LATAM,Technology,1031.64
ORD-3018,06-05-2022,2408,EMEA,Technology,1004.56
ORD-3019,06-05-2022,2195,LATAM,Office Supplies,139.6
ORD-3020,06-05-2022,2399,EMEA,Office Supplies,1221.58
ORD-3021,06-05-2022,2708,LATAM,Furniture,1620.49
ORD-3022,06-05-2022,2385,EMEA,Furniture,1503.04
ORD-3023,06-05-2022,1558,NA,Office Supplies,421.88
ORD-3024,06-05-2022,1890,LATAM,Technology,1727.34
ORD-3025,07-05-2022,1140,EMEA,Furniture,698.23
ORD-3026,07-05-2022,1886,EMEA,Furniture,1894.09
ORD-3027,07-05-2022,2941,NA,Office Supplies,162.06
ORD-3028,07-05-2022,2141,NA,Office Supplies,982.69
ORD-3029,07-05-2022,2300,NA,Office Supplies,1202.31
ORD-3030,07-05-2022,1725,LATAM,Office Supplies,510.35
ORD-3031,07-05-2022,2243,LATAM,Furniture,1547.33
ORD-3032,07-05-2022,2928,NA,Furniture,1261.25
ORD-3033,07-05-2022,2049,APAC,Furniture,55.86
ORD-3034,07-05-2022,1520,APAC,Technology,1224.57
ORD-3035,07-05-2022,2806,EMEA,Furniture,993.13
ORD-3036,07-05-2022,1009,APAC,Furniture,408.14
ORD-3037,07-05-2022,1983,EMEA,Office Supplies,1991.58
ORD-3038,07-05-2022,1377,LATAM,Furniture,1796.38
ORD-3039,07-05-2022,2656,LATAM,Furniture,599.17
ORD-3040,07-05-2022,2660,APAC,Furniture,1091.32
ORD-3041,07-05-2022,1681,LATAM,Office Supplies,646.67
ORD-3042,07-05-2022,1583,NA,Furniture,1555.48
ORD-3043,07-05-2022,1151,NA,Furniture,1862.06
ORD-3044,07-05-2022,1719,APAC,Technology,730.48
ORD-3045,07-05-2022,2072,APAC,Technology,1615.06
ORD-3046,07-05-2022,2177,EMEA,Technology,1006.85
ORD-3047,07-05-2022,1858,LATAM,Technology,805.23
ORD-3048,07-05-2022,2316,EMEA,Office Supplies,1878.08
ORD-3049,08-05-2022,2603,EMEA,Technology,1030.6
ORD-3050,08-05-2022,1049,NA,Furniture,945.47
ORD-3051,08-05-2022,1663,NA,Technology,1351.42
ORD-3052,08-05-2022,1530,NA,Office Supplies,537.24
ORD-3053,08-05-2022,2635,NA,Technology,663.09
ORD-3054,08-05-2022,2083,EMEA,Technology,1865.45
ORD-3055,08-05-2022,2190,NA,Office Supplies,1363.49
ORD-3056,08-05-2022,2225,LATAM,Office Supplies,1656.74
ORD-3057,08-05-2022,1856,NA,Office Supplies,556.8
ORD-3058,08-05-2022,1145,NA,Office Supplies,1096.7
ORD-3059,08-05-2022,1914,NA,Office Supplies,1943.36
ORD-3060,08-05-2022,2699,APAC,Office Supplies,651.03
ORD-3061,08-05-2022,2993,LATAM,Furniture,337.74
ORD-3062,08-05-2022,1992,LATAM,Technology,1031.55
ORD-3063,08-05-2022,2462,EMEA,Technology,787.89
ORD-3064,08-05-2022,1241,EMEA,Office Supplies,335.96
ORD-3065,08-05-2022,1580,NA,Office Supplies,1779.33
ORD-3066,08-05-2022,1686,APAC,Furniture,1981.63
ORD-3067,08-05-2022,2584,EMEA,Furniture,1145.79
ORD-3068,08-05-2022,1482,EMEA,Office Supplies,1553.86
ORD-3069,08-05-2022,2131,NA,Furniture,1720.9
ORD-3070,08-05-2022,2249,NA,Furniture,1407.94
ORD-3071,08-05-2022,1672,EMEA,Office Supplies,107.43
ORD-3072,08-05-2022,1630,EMEA,Office Supplies,332.12
ORD-3073,09-05-2022,1660,LATAM,Office Supplies,160.56
ORD-3074,09-05-2022,1661,APAC,Office Supplies,39.56
ORD-3075,09-05-2022,2455,LATAM,Technology,625.87
ORD-3076,09-05-2022,1804,EMEA,Technology,796.86
ORD-3077,09-05-2022,2678,LATAM,Office Supplies,497.24
ORD-3078,09-05-2022,1418,LATAM,Furniture,147.92
ORD-3079,09-05-2022,1987,EMEA,Office Supplies,1069.13
